normalized_underlying_name,direct_scheme_code,regular_scheme_code,mapping_status,direct_scheme_codes,regular_scheme_codes
emerging leaders fund series 2,129885.0,129884.0,high_confidence_candidate,,
emerging leaders fund series 3,130296.0,130298.0,high_confidence_candidate,,
emerging leaders fund series 4,130728.0,130730.0,high_confidence_candidate,,
emerging leaders fund series 5,133298.0,133300.0,high_confidence_candidate,,
emerging leaders fund series 6,134391.0,134390.0,high_confidence_candidate,,
emerging leaders fund series 7,136196.0,136194.0,high_confidence_candidate,,
emerging opportunities fund series 1 1400 days,140398.0,140400.0,high_confidence_candidate,,
emerging opportunities fund series 2 1400 days,140594.0,140592.0,high_confidence_candidate,,
emerging small cap series i,142533.0,142531.0,high_confidence_candidate,,
emerging small cap series ii,143010.0,143009.0,high_confidence_candidate,,
emerging small cap series iii,143226.0,143225.0,high_confidence_candidate,,
emerging small cap series iv,143506.0,143503.0,high_confidence_candidate,,
emerging small cap series v,144437.0,144435.0,high_confidence_candidate,,
emerging small cap series vi,144728.0,144726.0,high_confidence_candidate,,
emerging small cap vii,,,rejected,,
energy fund,,,rejected,,
energy opportunities fund,,,ambiguous,"[152417, 152728, 153447]","[152418, 153449]"
entertainment opportunities fund,119599.0,109129.0,high_confidence_candidate,,
equity & debt fund,,,rejected,,
equity advantage fund series 1,141369.0,141370.0,high_confidence_candidate,,
equity advantage fund series 2,141666.0,141667.0,high_confidence_candidate,,
equity fund,147587.0,147584.0,high_confidence_candidate,,
equity hybrid fund,,,ambiguous,"[119542, 119609]","[100617, 102885]"
equity hybrid fund mofeh,144681.0,144730.0,high_confidence_candidate,,
equity hybrid'95 fund,120517.0,103155.0,high_confidence_candidate,,
equity management fund,,,rejected,,
equity minimum variance fund,,,ambiguous,"[146643, 153070]",[146644]
equity opp fund ii 1100d june 2017 1,,,rejected,,
equity opp fund ii 1126d may 2017 1,,,rejected,,
equity opportunities fund series i,131338.0,131336.0,high_confidence_candidate,,
equity opportunities fund series ii,133108.0,133106.0,high_confidence_candidate,,
equity opportunities fund series iv,135506.0,135507.0,high_confidence_candidate,,
equity opportunity fund series 5 36 months,142495.0,142493.0,high_confidence_candidate,,
equity opportunity series 4 1102 days,142042.0,142039.0,high_confidence_candidate,,
equity opportunity series 6 1194 days,144150.0,144152.0,high_confidence_candidate,,
equity savings fund,,,ambiguous,"[119128, 119960, 118477, 132995, 131373, 134595, 134594, 134643, 135120, 136567, 144490, 145693, 145478, 151952]","[108995, 101906, 132998, 131372, 134644, 135122, 136563, 144484, 145695, 145475, 151950]"
equity savings fund formerly known as principal equity savings fund,,,rejected,,
equity savings fund segregated portfolio 1,,,rejected,,
equity savings fund segregated portfolio 2,,,rejected,,
esg exclusionary strategy fund,,,ambiguous,"[119709, 148516, 148606]","[104523, 148602]"
esg integration strategy fund,,,ambiguous,"[147928, 148637]","[147929, 148635]"
essel flexible income fund,,,rejected,,
essel short term fund,,,rejected,,
ethical fund,119172.0,100415.0,high_confidence_candidate,,
exports & services fund,,,rejected,,
f i i f annual interval series ii,124596.0,106338.0,high_confidence_candidate,,
f i i f series ii quarterly interval iv,121034.0,109465.0,high_confidence_candidate,,
f i i f series ii quarterly interval vii,120877.0,110468.0,high_confidence_candidate,,
financial services fund,,,ambiguous,"[151816, 154142]","[151818, 154137]"
financial services opportunities fund,119597.0,109059.0,high_confidence_candidate,,
fixed horizon fund xli series 1,,,rejected,,
fixed horizon fund xli series 10,,,rejected,,
fixed horizon fund xli series 11,,,rejected,,
fixed horizon fund xli series 12,,,rejected,,
fixed horizon fund xli series 4,,,rejected,,
fixed horizon fund xlii series 4,148176.0,148175.0,high_confidence_candidate,,
fixed horizon fund xliv series 2,150908.0,150911.0,high_confidence_candidate,,
fixed horizon fund xxv series 15,,,rejected,,
fixed horizon fund xxxi series 13,,,rejected,,
fixed horizon fund xxxi series 15,,,rejected,,
fixed horizon fund xxxi series 8,,,rejected,,
fixed horizon fund xxxi series 9,,,rejected,,
fixed horizon fund xxxii series 1,,,rejected,,
fixed horizon fund xxxii series 10,,,rejected,,
fixed horizon fund xxxii series 2,,,rejected,,
fixed horizon fund xxxii series 4,,,rejected,,
fixed horizon fund xxxii series 5,,,rejected,,
fixed horizon fund xxxii series 7,,,rejected,,
fixed horizon fund xxxii series 8,,,rejected,,
fixed horizon fund xxxii series 9,,,rejected,,
fixed horizon fund xxxiii series 1,,,rejected,,
fixed horizon fund xxxiii series 10,,,rejected,,
fixed horizon fund xxxiii series 2,,,rejected,,
fixed horizon fund xxxiii series 3,,,rejected,,
fixed horizon fund xxxiii series 4,,,rejected,,
fixed horizon fund xxxiii series 5,,,rejected,,
fixed horizon fund xxxiii series 6,,,rejected,,
fixed horizon fund xxxiii series 7,,,rejected,,
fixed horizon fund xxxiii series 8,,,rejected,,
fixed horizon fund xxxiii series 9,,,rejected,,
fixed horizon fund xxxiv series 1,,,rejected,,
fixed horizon fund xxxiv series 10,,,rejected,,
fixed horizon fund xxxiv series 2,,,rejected,,
fixed horizon fund xxxiv series 3,,,rejected,,
fixed horizon fund xxxiv series 4,,,rejected,,
fixed horizon fund xxxiv series 6,,,rejected,,
fixed horizon fund xxxiv series 7,,,rejected,,
fixed horizon fund xxxiv series 8,,,rejected,,
fixed horizon fund xxxiv series 9,,,rejected,,
fixed horizon fund xxxix series 1,,,rejected,,
fixed horizon fund xxxix series 11,,,rejected,,
fixed horizon fund xxxix series 14,,,rejected,,
fixed horizon fund xxxix series 2,,,rejected,,
fixed horizon fund xxxix series 4,,,rejected,,
fixed horizon fund xxxix series 5,,,rejected,,
fixed horizon fund xxxix series 6,,,rejected,,
fixed horizon fund xxxix series 8,,,rejected,,
fixed horizon fund xxxix series 9,,,rejected,,
fixed horizon fund xxxix series15,,,rejected,,
fixed horizon fund xxxv series 11,,,rejected,,
fixed horizon fund xxxv series 12,,,rejected,,
fixed horizon fund xxxv series 13,,,rejected,,
fixed horizon fund xxxv series 14,,,rejected,,
fixed horizon fund xxxv series 15,,,rejected,,
fixed horizon fund xxxv series 16,,,rejected,,
fixed horizon fund xxxv series 5,,,rejected,,
fixed horizon fund xxxv series 6,,,rejected,,
fixed horizon fund xxxv series 7,,,rejected,,
fixed horizon fund xxxv series 9,,,rejected,,
fixed horizon fund xxxvi series 1,,,rejected,,
fixed horizon fund xxxvi series 2,,,rejected,,
fixed horizon fund xxxvi series 3,,,rejected,,
fixed horizon fund xxxvi series 5,,,rejected,,
fixed horizon fund xxxvi series 6,,,rejected,,
fixed horizon fund xxxvi series 7,,,rejected,,
fixed horizon fund xxxvi series 8,,,rejected,,
fixed horizon fund xxxvi series 9,,,rejected,,
fixed horizon fund xxxvii series 1,,,rejected,,
fixed horizon fund xxxvii series 10,,,rejected,,
fixed horizon fund xxxvii series 12,,,rejected,,
fixed horizon fund xxxvii series 15,,,rejected,,
fixed horizon fund xxxvii series 3,,,rejected,,
fixed horizon fund xxxvii series 4,,,rejected,,
fixed horizon fund xxxvii series 5,,,rejected,,
fixed horizon fund xxxvii series 6,,,rejected,,
fixed horizon fund xxxvii series 9,,,rejected,,
fixed horizon fund xxxviii series 1,,,rejected,,
fixed horizon fund xxxviii series 10,,,rejected,,
fixed horizon fund xxxviii series 11,,,rejected,,
fixed horizon fund xxxviii series 12,,,rejected,,
fixed horizon fund xxxviii series 14,,,rejected,,
fixed horizon fund xxxviii series 2,,,rejected,,
fixed horizon fund xxxviii series 3,,,rejected,,
fixed horizon fund xxxviii series 5,,,rejected,,
fixed horizon fund xxxviii series 6,,,rejected,,
fixed horizon fund xxxviii series 7,,,rejected,,
fixed horizon fund xxxx series 1,,,rejected,,
fixed horizon fund xxxx series 11,,,rejected,,
fixed horizon fund xxxx series 12,,,rejected,,
fixed horizon fund xxxx series 14,,,rejected,,
fixed horizon fund xxxx series 15,,,rejected,,
fixed horizon fund xxxx series 16,,,rejected,,
fixed horizon fund xxxx series 17,,,rejected,,
fixed horizon fund xxxx series 19,,,rejected,,
fixed horizon fund xxxx series 2,,,rejected,,
fixed horizon fund xxxx series 3,,,rejected,,
fixed horizon fund xxxx series 4,,,rejected,,
fixed horizon fund xxxx series 5,,,rejected,,
fixed horizon fund xxxx series 6,,,rejected,,
fixed horizon fund xxxx series 7,,,rejected,,
fixed horizon fund xxxx series 8,,,rejected,,
fixed income interval fund half yearly i,122642.0,107088.0,high_confidence_candidate,,
fixed income interval fund half yearly ii,125953.0,107228.0,high_confidence_candidate,,
fixed income interval fund monthly interval,120970.0,106145.0,high_confidence_candidate,,
fixed income interval fund monthly interval ii,120903.0,107193.0,high_confidence_candidate,,
fixed income interval fund quarterly interval iii,121413.0,106366.0,high_confidence_candidate,,
fixed income interval fund quarterly series a,,,rejected,,
fixed income interval fund quarterly series b,,,rejected,,
fixed income interval fund quarterly series c,,,rejected,,
fixed income interval fund quarterly series d,,,rejected,,
fixed income interval fund quarterly series e,,,rejected,,
fixed income portfolio fund scheme a1,,,rejected,,
fixed income portfolio fund scheme a2,119895.0,107126.0,high_confidence_candidate,,
fixed income portfolio fund scheme a3,,,ambiguous,[119899],"[107129, 107127]"
fixed income portfolio fund scheme b2,,,ambiguous,[119912],"[107146, 107141]"
fixed income portfolio fund scheme b3,,,ambiguous,[119921],"[107150, 107147]"
fixed income portfolio fund scheme c2,,,ambiguous,[119930],"[107162, 107159]"
fixed income portfolio fund scheme c3,,,ambiguous,[119936],"[107168, 107165]"
fixed interval debt series 30 days 1,125799.0,125798.0,high_confidence_candidate,,
fixed interval debt series 90 days 1,125388.0,125389.0,high_confidence_candidate,,
fixed interval income fund annual interval series iv,126031.0,107071.0,high_confidence_candidate,,
fixed matuirty series 56 scheme d,,,rejected,,
fixed maturity fmp series 1 3668 days,146974.0,146976.0,high_confidence_candidate,,
fixed maturity fmp series 10 1178 days,147467.0,147465.0,high_confidence_candidate,,
fixed maturity fmp series 11 1178 days,147486.0,147484.0,high_confidence_candidate,,
fixed maturity fmp series 12 1179 days,147509.0,147508.0,high_confidence_candidate,,
fixed maturity fmp series 13 1108 days,147520.0,147523.0,high_confidence_candidate,,
fixed maturity fmp series 14 384 days,147560.0,147559.0,high_confidence_candidate,,
fixed maturity fmp series 15 1123 days,147582.0,147580.0,high_confidence_candidate,,
fixed maturity fmp series 16 1116 days,147612.0,147611.0,high_confidence_candidate,,
fixed maturity fmp series 17 1116 days,147627.0,147629.0,high_confidence_candidate,,
fixed maturity fmp series 18 1108 days,147641.0,147639.0,high_confidence_candidate,,
fixed maturity fmp series 19 1115 days,147672.0,147670.0,high_confidence_candidate,,
fixed maturity fmp series 2 1178 days,147104.0,147103.0,high_confidence_candidate,,
fixed maturity fmp series 20 1109 days,147720.0,147721.0,high_confidence_candidate,,
fixed maturity fmp series 209 93 days,153316.0,153317.0,high_confidence_candidate,,
fixed maturity fmp series 21 1109 days,147744.0,147745.0,high_confidence_candidate,,
fixed maturity fmp series 22 1106 days,147754.0,147752.0,high_confidence_candidate,,
fixed maturity fmp series 23 1106 days,147764.0,147762.0,high_confidence_candidate,,
fixed maturity fmp series 24 1107,147777.0,147774.0,high_confidence_candidate,,
fixed maturity fmp series 25 1120 days,147783.0,147785.0,high_confidence_candidate,,
fixed maturity fmp series 26 1112 days,147792.0,147790.0,high_confidence_candidate,,
fixed maturity fmp series 27 1203 days,147873.0,147872.0,high_confidence_candidate,,
fixed maturity fmp series 28 1163 days,148056.0,148057.0,high_confidence_candidate,,
fixed maturity fmp series 3 1179 days,147135.0,147133.0,high_confidence_candidate,,
fixed maturity fmp series 31 1160 days,148193.0,148195.0,high_confidence_candidate,,
fixed maturity fmp series 32 1140 days,148369.0,148367.0,high_confidence_candidate,,
fixed maturity fmp series 33 1128 days,148385.0,148383.0,high_confidence_candidate,,
fixed maturity fmp series 34 3682 days,148387.0,148389.0,high_confidence_candidate,,
fixed maturity fmp series 4 365 days,147199.0,147202.0,high_confidence_candidate,,
fixed maturity fmp series 41 1498 days,148827.0,148825.0,high_confidence_candidate,,
fixed maturity fmp series 42 1857 days,148846.0,148847.0,high_confidence_candidate,,
fixed maturity fmp series 43 1616 days,148941.0,148939.0,high_confidence_candidate,,
fixed maturity fmp series 44 1855 days,148967.0,148966.0,high_confidence_candidate,,
fixed maturity fmp series 45 1840 days,148999.0,148996.0,high_confidence_candidate,,
fixed maturity fmp series 46 1850 days,149043.0,149045.0,high_confidence_candidate,,
fixed maturity fmp series 47 1434 days,149082.0,149083.0,high_confidence_candidate,,
fixed maturity fmp series 48 1458 days,149111.0,149109.0,high_confidence_candidate,,
fixed maturity fmp series 49 1823 days,149147.0,149145.0,high_confidence_candidate,,
fixed maturity fmp series 5 92 days,147244.0,147246.0,high_confidence_candidate,,
fixed maturity fmp series 50 1843 days,149174.0,149172.0,high_confidence_candidate,,
fixed maturity fmp series 51 1846 days,149195.0,149197.0,high_confidence_candidate,,
fixed maturity fmp series 52 1848 days,149232.0,149235.0,high_confidence_candidate,,
fixed maturity fmp series 53 1839 days,149279.0,149278.0,high_confidence_candidate,,
fixed maturity fmp series 54 1842 days,149307.0,149308.0,high_confidence_candidate,,
fixed maturity fmp series 55 1849 days,149345.0,149347.0,high_confidence_candidate,,
fixed maturity fmp series 56 1232 days,149420.0,149422.0,high_confidence_candidate,,
fixed maturity fmp series 57 1835 days,149431.0,149432.0,high_confidence_candidate,,
fixed maturity fmp series 58 1842 days,149460.0,149459.0,high_confidence_candidate,,
fixed maturity fmp series 59 1618 days,149822.0,149825.0,high_confidence_candidate,,
fixed maturity fmp series 6 3668 days,147248.0,147247.0,high_confidence_candidate,,
fixed maturity fmp series 60 1878 days,149878.0,149876.0,high_confidence_candidate,,
fixed maturity fmp series 61 1927 days,149993.0,149994.0,high_confidence_candidate,,
fixed maturity fmp series 62 191 days,150362.0,150365.0,high_confidence_candidate,,
fixed maturity fmp series 63 372 days,150576.0,150574.0,high_confidence_candidate,,
fixed maturity fmp series 64 1169 days,150602.0,150604.0,high_confidence_candidate,,
fixed maturity fmp series 65 367 days,150614.0,150611.0,high_confidence_candidate,,
