scheme_code,latest_name,name_prefix
112691,ICICI Prudential Fixed Maturity Plan - Series 51 - 3 Years Plan F Dividend,icici prudential fixed maturity plan - series 51 - 3 years p
112692,ICICI Prudential Fixed Maturity Plan - Series 51 - 3 Years Plan F Cumulative,icici prudential fixed maturity plan - series 51 - 3 years p
112867,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),sundaram conservative hybrid fund (formerly known as sundara
112868,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Growth,sundaram conservative hybrid fund (formerly known as sundara
112869,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan- Income Distribution cum Capital Withdrawal (IDCW),sundaram conservative hybrid fund (formerly known as sundara
112870,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan -Income Distribution cum Capital Withdrawal (IDCW),sundaram conservative hybrid fund (formerly known as sundara
112946,Franklin Templeton Fixed Tenure Fund-Series XIV-Plan A(3 year plan) - Dividend,franklin templeton fixed tenure fund-series xiv-plan a(3 yea
112947,Franklin Templeton Fixed Tenure Fund-Series XIV-Plan A(3 year plan) - Growth,franklin templeton fixed tenure fund-series xiv-plan a(3 yea
113139,ICICI Prudential Fixed Maturity Plan-Series 53-3 Years Plan A Dividend,icici prudential fixed maturity plan-series 53-3 years plan
113140,ICICI Prudential Fixed Maturity Plan-Series 53-3 Years Plan A Cumulative,icici prudential fixed maturity plan-series 53-3 years plan
113373,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW),sundaram consumption fund (formerly known as sundaram rural
113392,Franklin Templeton Fixed Tenure Fund - Series XIV - Plan B- Growth,franklin templeton fixed tenure fund - series xiv - plan b-
113393,Franklin Templeton Fixed Tenure Fund - Series XIV - Plan B- Dividend,franklin templeton fixed tenure fund - series xiv - plan b-
114365,ICICI Prudential Fixed Maturity Plan-Series 53-3 Years Plan B Cumulative,icici prudential fixed maturity plan-series 53-3 years plan
114366,ICICI Prudential Fixed Maturity Plan-Series 53-3 Years Plan B Dividend,icici prudential fixed maturity plan-series 53-3 years plan
114467,ICICI Prudential Fixed Maturity Plan - Series 54 - 24 Months Plan A - Dividend,icici prudential fixed maturity plan - series 54 - 24 months
114468,ICICI Prudential Fixed Maturity Plan - Series 54 - 24 Months Plan A - Cumulative,icici prudential fixed maturity plan - series 54 - 24 months
114498,Franklin Templeton Fixed Tenure Fund-Series XV(3 year plan) - Dividend,franklin templeton fixed tenure fund-series xv(3 year plan)
114499,Franklin Templeton Fixed Tenure Fund-Series XV(3 year plan) - Growth,franklin templeton fixed tenure fund-series xv(3 year plan)
114657,Canara Capital Protection Oriented Fund- Series 1- 36 Months (Plan A) - Growth,canara capital protection oriented fund- series 1- 36 months
114658,Canara Capital Protection Oriented Fund- Series 1- 36 Months (Plan A) - Dividend Payout,canara capital protection oriented fund- series 1- 36 months
114757,Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option,kotak gold fund payout of income distribution cum capital wi
114858,Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option,kotak debt hybrid - monthly payout of income distribution cu
114860,Kotak Debt Hybrid - Quarterly Payout of Income Distribution cum capital withdrawal option,kotak debt hybrid - quarterly payout of income distribution
115014,Sundaram Capital Protection Oriented Fund Series 2-5 years - Dividend Payout Option,sundaram capital protection oriented fund series 2-5 years -
115015,Sundaram Capital Protection Oriented Fund Series 2-5 years - Growth Option,sundaram capital protection oriented fund series 2-5 years -
115158,Sundaram Capital Protection Oriented Fund 3 Years (Series 3) - Dividend Payout Option,sundaram capital protection oriented fund 3 years (series 3)
115159,Sundaram Capital Protection Oriented Fund 3 Years (Series 3) - Growth Option,sundaram capital protection oriented fund 3 years (series 3)
115311,ICICI Prudential Capital Protection Oriented Fund - Series I - 24 Months - Cumulative,icici prudential capital protection oriented fund - series i
115312,ICICI Prudential Capital Protection Oriented Fund - Series I - 24 Months - Dividend,icici prudential capital protection oriented fund - series i
115407,Sundaram Capital Protection Oriented Fund 2 Years (Series 1) - Dividend Payout Option,sundaram capital protection oriented fund 2 years (series 1)
115408,Sundaram Capital Protection Oriented Fund 2 Years (Series 1) - Growth Option,sundaram capital protection oriented fund 2 years (series 1)
115422,ICICI Prudential Fixed Maturity Plan - Series 58 - 2 Year Plan A Cumulative,icici prudential fixed maturity plan - series 58 - 2 year pl
115423,ICICI Prudential Fixed Maturity Plan - Series 58 - 2 Year Plan A Dividend,icici prudential fixed maturity plan - series 58 - 2 year pl
115492,ICICI Prudential Capital Protection Oriented Fund - Series III - 36 Months Plan - Dividend,icici prudential capital protection oriented fund - series i
115493,ICICI Prudential Capital Protection Oriented Fund - Series III - 36 Months Plan - Cumulative,icici prudential capital protection oriented fund - series i
115560,ICICI Prudential Capital Protection Oriented Fund - Series II - 24 Months - Cumulative,icici prudential capital protection oriented fund - series i
115561,ICICI Prudential Capital Protection Oriented Fund - Series II - 24 Months - Dividend,icici prudential capital protection oriented fund - series i
115570,ICICI Prudential Fixed Maturity Plan - Series 58 - 2 Year Plan C Cumulative,icici prudential fixed maturity plan - series 58 - 2 year pl
115571,ICICI Prudential Fixed Maturity Plan - Series 58 - 2 Year Plan C Dividend,icici prudential fixed maturity plan - series 58 - 2 year pl
115623,Sundaram Capital Protection Oriented Fund 2 Years (Series 2) - Dividend Payout Option,sundaram capital protection oriented fund 2 years (series 2)
115624,Sundaram Capital Protection Oriented Fund 2 Years (Series 2) - Growth Option,sundaram capital protection oriented fund 2 years (series 2)
115625,Sundaram Capital Protection Oriented Fund 3 Years (Series 4) - Dividend Payout Option,sundaram capital protection oriented fund 3 years (series 4)
115626,Sundaram Capital Protection Oriented Fund 3 Years (Series 4) - Growth Option,sundaram capital protection oriented fund 3 years (series 4)
115662,ICICI Prudential Fixed Maturity Plan - Series 58 - 2 Year Plan E Cumulative,icici prudential fixed maturity plan - series 58 - 2 year pl
115663,ICICI Prudential Fixed Maturity Plan - Series 58 - 2 Year Plan E Dividend,icici prudential fixed maturity plan - series 58 - 2 year pl
115684,ICICI Prudential Fixed Maturity Plan - Series 58 - 2 Year Plan D Cumulative,icici prudential fixed maturity plan - series 58 - 2 year pl
115685,ICICI Prudential Fixed Maturity Plan - Series 58 - 2 Year Plan D Dividend,icici prudential fixed maturity plan - series 58 - 2 year pl
115700,ICICI Prudential Fixed Maturity Plan - Series 57 - 3 Year Plan A Dividend,icici prudential fixed maturity plan - series 57 - 3 year pl
115701,ICICI Prudential Fixed Maturity Plan - Series 57 - 3 Year Plan A Cumulative,icici prudential fixed maturity plan - series 57 - 3 year pl
115720,Sundaram Capital Protection Oriented Fund 2 Years (Series 3) - Dividend Payout Option,sundaram capital protection oriented fund 2 years (series 3)
115721,Sundaram Capital Protection Oriented Fund 2 Years (Series 3) - Growth Option,sundaram capital protection oriented fund 2 years (series 3)
115722,Sundaram Capital Protection Oriented Fund 3 Years (Series 5) - Growth Option,sundaram capital protection oriented fund 3 years (series 5)
115723,Sundaram Capital Protection Oriented Fund 3 Years (Series 5) - Dividend Payout Option,sundaram capital protection oriented fund 3 years (series 5)
115753,Goldman Sachs Short Term Fund - Dividend Reinvestment Option - Daily Frequency,goldman sachs short term fund - dividend reinvestment option
115754,Goldman Sachs Short Term Fund - Dividend Reinvestment Option - Weekly Frequency,goldman sachs short term fund - dividend reinvestment option
115767,ICICI Prudential Capital Protection Oriented Fund - Series V - 60 Months - Dividend,icici prudential capital protection oriented fund - series v
115768,ICICI Prudential Capital Protection Oriented Fund - Series V - 60 Months - Cumulative,icici prudential capital protection oriented fund - series v
115837,ICICI Prudential Fixed Maturity Plan-Series 58-19 Months Plan F Cumulative,icici prudential fixed maturity plan-series 58-19 months pla
115838,ICICI Prudential Fixed Maturity Plan-Series 58-19 Months Plan F Dividend,icici prudential fixed maturity plan-series 58-19 months pla
115845,ICICI Prudential Capital Protection Oriented Fund - Series IV - 36 Months Plan - Cumulative,icici prudential capital protection oriented fund - series i
115846,ICICI Prudential Capital Protection Oriented Fund - Series IV - 36 Months Plan - Dividend,icici prudential capital protection oriented fund - series i
115923,ICICI Prudential Fixed Maturity Plan - Series 57 - 3 Year Plan B Cumulative,icici prudential fixed maturity plan - series 57 - 3 year pl
115924,ICICI Prudential Fixed Maturity Plan - Series 57 - 3 Year Plan B Dividend,icici prudential fixed maturity plan - series 57 - 3 year pl
115927,ICICI Prudential Interval Fund II Quarterly Interval Plan F Retail Quarterly Dividend Payout,icici prudential interval fund ii quarterly interval plan f
115932,ICICI Prudential Fixed Maturity Plan - Series 60-18 Months Plan A Dividend,icici prudential fixed maturity plan - series 60-18 months p
115933,ICICI Prudential Fixed Maturity Plan - Series 60-18 Months Plan A Cumulative,icici prudential fixed maturity plan - series 60-18 months p
115991,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Regular Plan - Growth Option,groww liquid fund (formerly known as indiabulls liquid fund)
115992,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Reinvestment),groww liquid fund (formerly known as indiabulls liquid fund)
115993,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),groww liquid fund (formerly known as indiabulls liquid fund)
115995,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),groww liquid fund (formerly known as indiabulls liquid fund)
116008,Sundaram Capital Protection Oriented Fund 5 Years (Series 3) - Dividend Payout Option,sundaram capital protection oriented fund 5 years (series 3)
116009,Sundaram Capital Protection Oriented Fund 5 Years (Series 3) - Growth Option,sundaram capital protection oriented fund 5 years (series 3)
116010,Sundaram Capital Protection Oriented Fund 3 Years (Series 6) - Dividend Payout Option,sundaram capital protection oriented fund 3 years (series 6)
116011,Sundaram Capital Protection Oriented Fund 3 Years (Series 6) - Growth Option,sundaram capital protection oriented fund 3 years (series 6)
116012,ICICI Prudential Fixed Maturity Plan - Series 57 - 3 Year Plan C Dividend,icici prudential fixed maturity plan - series 57 - 3 year pl
116013,ICICI Prudential Fixed Maturity Plan - Series 57 - 3 Year Plan C Cumulative,icici prudential fixed maturity plan - series 57 - 3 year pl
116073,ICICI Prudential Fixed Maturity Plan-Series 60-18 Months Plan C Dividend,icici prudential fixed maturity plan-series 60-18 months pla
116074,ICICI Prudential Fixed Maturity Plan-Series 60-18 Months Plan C Cumulative,icici prudential fixed maturity plan-series 60-18 months pla
116078,Religare Invesco Fixed Maturity Plan - Series X - Plan D (18 Months) - Growth,religare invesco fixed maturity plan - series x - plan d (18
116079,Religare Invesco Fixed Maturity Plan - Series X - Plan D (18 Months) - Dividend Payout Option,religare invesco fixed maturity plan - series x - plan d (18
116127,ICICI Prudential Fixed Maturity Plan - Series 60 - 3 Year Plan E Cumulative,icici prudential fixed maturity plan - series 60 - 3 year pl
116128,ICICI Prudential Fixed Maturity Plan - Series 60 - 3 Year Plan E Dividend,icici prudential fixed maturity plan - series 60 - 3 year pl
116139,Sundaram Capital Protection Oriented Fund 2 Years (Series 4) - Growth Option,sundaram capital protection oriented fund 2 years (series 4)
